City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,tecozautla,20.5333,-99.6333,18.79,43,0,4.65,MX,1674692174
1,castro,-24.7911,-50.0119,19.61,70,2,3.41,BR,1674692175
2,pallasovka,50.05,46.8833,-7.94,63,5,1.52,RU,1674692176
3,waiouru,-39.4833,175.6667,21.35,44,84,0.79,NZ,1674692177
4,ushuaia,-54.8,-68.3,5.75,86,76,2.25,AR,1674692070
5,conceicao do araguaia,-8.2578,-49.2647,24.12,93,98,0.65,BR,1674692178
6,bredasdorp,-34.5322,20.0403,16.52,76,2,1.53,ZA,1674692178
7,cape town,-33.9258,18.4232,18.28,74,0,6.26,ZA,1674692179
8,busselton,-33.65,115.3333,19.67,57,0,3.65,AU,1674692180
9,hermanus,-34.4187,19.2345,16.0,75,57,3.71,ZA,1674692180
10,ferrandina,40.5012,16.4547,5.58,93,89,3.49,IT,1674692181
11,mataura,-46.1927,168.8643,24.88,31,75,2.18,NZ,1674692182
12,severo-kurilsk,50.6789,156.125,-3.4,89,100,6.46,RU,1674692182
13,vaini,-21.2,-175.2,27.09,94,75,4.12,TO,1674692183
14,nanortalik,60.1432,-45.2371,1.08,97,100,4.86,GL,1674692184
15,rikitea,-23.1203,-134.9692,26.33,77,100,7.18,PF,1674692185
16,hranice,49.548,17.7347,0.27,82,99,1.42,CZ,1674692185
17,luderitz,-26.6481,15.1594,17.62,65,0,8.64,NA,1674692186
18,ambon,-3.6954,128.1814,27.08,89,20,2.57,ID,1674692187
19,victor harbor,-35.5667,138.6167,20.38,76,65,0.45,AU,1674692188
20,bilma,18.6853,12.9164,21.43,13,4,2.9,NE,1674692188
21,atuona,-9.8,-139.0333,25.86,75,51,6.87,PF,1674692121
22,asau,46.4333,26.4,-3.49,95,80,0.68,RO,1674692189
23,upernavik,72.7868,-56.1549,-15.22,95,100,5.07,GL,1674692019
24,qaanaaq,77.484,-69.3632,-19.36,66,3,3.41,GL,1674692121
25,kaitangata,-46.2817,169.8464,21.39,55,93,2.74,NZ,1674692191
26,kapaa,22.0752,-159.319,26.18,75,40,8.75,US,1674692138
27,albany,42.6001,-73.9662,1.69,90,100,2.24,US,1674692192
28,puerto ayora,-0.7393,-90.3518,25.31,90,90,1.34,EC,1674692193
29,cukai,4.25,103.4167,23.97,90,100,3.67,MY,1674692194
30,east london,-33.0153,27.9116,20.05,89,79,5.88,ZA,1674692194
31,maragogi,-9.0122,-35.2225,26.08,74,5,5.54,BR,1674692195
32,carnarvon,-24.8667,113.6333,28.69,60,38,3.63,AU,1674692143
33,ilebo,-4.3167,20.5833,19.41,95,99,0.84,CD,1674692197
34,narsaq,60.9167,-46.05,0.12,99,100,3.58,GL,1674692197
35,san jose,37.3394,-121.895,19.38,38,0,9.77,US,1674691856
36,port alfred,-33.5906,26.891,19.54,91,56,0.45,ZA,1674692198
37,bitung,1.4451,125.1824,26.47,84,100,3.53,ID,1674692199
38,bluff,-46.6,168.3333,18.57,56,73,1.48,NZ,1674692199
39,talnakh,69.4865,88.3972,-19.89,95,100,7.54,RU,1674692200
40,zhangye,38.9342,100.4517,-14.7,70,58,0.58,CN,1674692201
41,tautira,-17.7333,-149.15,26.72,84,43,7.9,PF,1674692202
42,victoria,22.2855,114.1577,15.53,73,41,1.79,HK,1674692171
43,ponta do sol,32.6667,-17.1,16.35,50,11,5.03,PT,1674692204
44,whitehorse,60.7161,-135.0538,5.17,81,75,5.81,CA,1674692205
45,birzai,56.2,24.75,-1.59,93,52,4.32,LT,1674692206
46,berlevag,70.8578,29.0864,0.97,75,100,12.35,NO,1674692206
47,naliya,23.2667,68.8333,13.33,36,4,5.35,IN,1674692207
48,singkawang,0.9,109.0,24.04,93,98,0.62,ID,1674692208
49,campo gobierno,24.6536,-107.5411,25.39,35,100,3.09,MX,1674692208
50,sao filipe,14.8961,-24.4956,21.43,69,100,2.62,CV,1674692209
51,torbay,47.6666,-52.7314,-0.79,76,13,2.68,CA,1674692123
52,salalah,17.0151,54.0924,24.05,64,75,5.66,OM,1674692210
53,kenai,60.5544,-151.2583,4.05,92,20,5.66,US,1674692211
54,arraial do cabo,-22.9661,-42.0278,22.98,88,20,1.03,BR,1674692211
55,bosaso,11.2842,49.1816,23.18,69,35,1.76,SO,1674692212
56,camana,-16.6228,-72.7111,22.63,82,85,1.67,PE,1674692213
57,mahebourg,-20.4081,57.7,24.16,100,75,4.63,MU,1674692213
58,gombong,-7.6072,109.5142,24.57,90,100,0.33,ID,1674692214
59,los llanos de aridane,28.6585,-17.9182,14.86,75,100,10.28,ES,1674692214
60,cookeville,36.1628,-85.5016,4.45,84,100,0.89,US,1674692059
61,punta arenas,-53.15,-70.9167,9.06,53,75,7.72,CL,1674692215
62,chuy,-33.6971,-53.4616,22.94,75,91,4.29,UY,1674692216
63,milkovo,54.7167,158.6167,-2.26,82,100,16.87,RU,1674692217
64,pevek,69.7008,170.3133,-27.56,77,5,0.81,RU,1674692217
65,pangai,-19.8,-174.35,30.06,74,40,2.57,TO,1674692218
66,jamestown,42.097,-79.2353,2.77,73,100,4.12,US,1674692219
67,walvis bay,-22.9575,14.5053,16.16,82,20,2.9,NA,1674692220
68,predivinsk,57.0669,93.4378,-21.11,99,75,2.79,RU,1674692220
69,port hardy,50.6996,-127.4199,7.42,89,61,1.14,CA,1674692120
70,bacolod,10.6667,122.95,25.06,88,99,6.92,PH,1674692222
71,port elizabeth,-33.918,25.5701,19.62,90,40,3.6,ZA,1674692222
72,kahului,20.8947,-156.47,28.01,51,40,5.14,US,1674692223
73,verkhoyansk,67.5447,133.385,-37.84,92,100,0.74,RU,1674692224
74,yantal,56.8471,105.2542,-18.25,98,100,1.66,RU,1674692225
75,emba,48.8264,58.1442,-17.7,96,23,0.96,KZ,1674692226
76,cherskiy,68.75,161.3,-35.92,97,39,1.35,RU,1674692227
77,mandalgarh,25.2,75.1,8.44,50,0,2.65,IN,1674692228
78,laguna,38.421,-121.4238,21.16,36,0,8.23,US,1674692228
79,sabang,5.8933,95.3214,26.38,78,90,7.52,ID,1674692230
80,constitucion,-35.3333,-72.4167,14.61,72,0,7.52,CL,1674692231
81,acaponeta,22.4964,-105.3594,23.17,56,100,2.24,MX,1674692233
82,lompoc,34.6391,-120.4579,20.08,53,0,2.06,US,1674692235
83,ngunguru,-35.6167,174.5,20.2,74,92,7.68,NZ,1674692236
84,saskylakh,71.9167,114.0833,-33.66,97,86,4.16,RU,1674692237
85,tiksi,71.6872,128.8694,-35.76,97,100,2.05,RU,1674692238
86,novyy svit,47.8059,38.0211,-2.82,52,0,3.39,UA,1674692239
87,pachino,36.7186,15.0907,9.98,75,9,4.63,IT,1674692240
88,hobart,-42.8794,147.3294,18.48,49,75,6.69,AU,1674692227
89,le pradet,43.1066,6.0172,8.13,75,0,2.57,FR,1674692242
90,port keats,-14.25,129.55,27.29,81,100,1.81,AU,1674692186
91,potenza,40.6443,15.8086,4.4,87,100,0.45,IT,1674692243
92,shestakovo,56.4915,103.96,-16.95,98,100,1.84,RU,1674692244
93,kavaratti,10.5669,72.642,26.33,78,77,7.22,IN,1674692245
94,esperance,-33.8667,121.9,20.3,70,61,3.51,AU,1674692246
95,ngaoundere,7.3167,13.5833,19.54,21,45,1.65,CM,1674692247
96,saint-joseph,-21.3667,55.6167,23.21,87,100,2.91,RE,1674692249
97,kurchum,48.5722,83.6542,-26.11,97,79,0.81,KZ,1674692250
98,hilo,19.7297,-155.09,27.38,72,0,3.6,US,1674692131
99,chokurdakh,70.6333,147.9167,-36.19,100,61,0.75,RU,1674692251
100,new norfolk,-42.7826,147.0587,18.29,50,100,2.24,AU,1674692252
101,nouadhibou,20.931,-17.0347,18.99,59,87,7.2,MR,1674692252
102,tasiilaq,65.6145,-37.6368,-2.91,95,100,10.5,GL,1674692253
103,dikson,73.5069,80.5464,-17.19,93,100,10.09,RU,1674692254
104,longyearbyen,78.2186,15.6401,-9.09,62,75,8.75,SJ,1674692255
105,saint-philippe,-21.3585,55.7679,23.77,88,100,3.47,RE,1674692255
106,aksu,41.1231,80.2644,-12.54,84,94,1.94,CN,1674692256
107,revelstoke,50.9832,-118.2023,1.01,86,100,1.03,CA,1674692256
108,kavieng,-2.5744,150.7967,28.75,69,100,3.97,PG,1674692257
109,christchurch,-43.5333,172.6333,27.4,39,70,3.6,NZ,1674692105
110,muli,2.9167,73.5667,26.28,75,96,2.14,MV,1674692258
111,anadyr,64.75,177.4833,-28.62,68,51,8.0,RU,1674692259
112,thompson,55.7435,-97.8558,-20.91,77,75,2.06,CA,1674692119
113,glomfjord,66.8167,13.9667,-1.6,91,100,4.19,NO,1674692261
114,smoky lake,54.1169,-112.4686,0.4,80,83,1.54,CA,1674692261
115,olinda,-8.0089,-34.8553,26.85,69,40,2.57,BR,1674692201
116,ribeira grande,38.5167,-28.7,15.43,75,31,4.02,PT,1674692262
117,molina,-35.1167,-71.2833,26.85,32,0,3.6,CL,1674692263
118,praia da vitoria,38.7333,-27.0667,15.14,77,75,7.66,PT,1674692264
119,newport,51.5877,-2.9984,5.81,84,25,5.91,GB,1674692265
120,felipe carrillo puerto,19.5833,-88.05,25.55,76,53,3.21,MX,1674692173
121,tuatapere,-46.1333,167.6833,24.12,39,40,2.44,NZ,1674692268
122,pisco,-13.7,-76.2167,24.03,78,0,6.69,PE,1674692269
123,axim,4.8699,-2.2405,26.45,87,0,2.95,GH,1674692269
124,vieques,18.425,-65.8329,25.62,88,20,3.09,PR,1674692270
125,evensk,61.95,159.2333,-16.1,66,92,9.82,RU,1674692270
126,tuktoyaktuk,69.4541,-133.0374,-26.0,76,20,4.12,CA,1674692271
127,paamiut,61.994,-49.6678,-1.71,98,100,4.63,GL,1674692272
128,springbok,-29.6643,17.8865,17.59,39,0,1.42,ZA,1674692272
129,pimentel,-6.8367,-79.9342,25.16,61,40,8.23,PE,1674692273
130,russell,32.3502,-85.1999,12.6,66,75,4.63,US,1674692273
131,yellowknife,62.456,-114.3525,-15.71,85,75,7.2,CA,1674692274
132,fare,-16.7,-151.0167,27.54,76,11,8.77,PF,1674692274
133,kerema,-7.9631,145.7785,28.95,66,95,2.35,PG,1674692275
134,bambous virieux,-20.3428,57.7575,24.14,100,75,4.63,MU,1674692276
135,kang,-23.6752,22.7876,25.07,29,26,6.4,BW,1674692276
136,hobyo,5.3505,48.5268,24.46,66,5,8.75,SO,1674692277
137,mazatlan,23.2167,-106.4167,24.98,70,75,6.69,MX,1674692087
138,olafsvik,64.8945,-23.7142,4.74,86,100,11.99,IS,1674692278
139,yeppoon,-23.1333,150.7333,28.88,67,35,4.45,AU,1674692278
140,nuuk,64.1835,-51.7216,-4.53,92,100,5.19,GL,1674692279
141,cabo san lucas,22.8909,-109.9124,23.06,38,100,2.06,MX,1674692046
142,avarua,-21.2078,-159.775,28.03,78,40,4.12,CK,1674692122
143,awjilah,29.1081,21.2869,15.62,40,83,8.09,LY,1674692281
144,podosinovets,60.2776,47.0659,-1.61,94,100,6.63,RU,1674692282
145,roma,43.2128,-75.4557,2.83,91,100,6.17,US,1674692283
146,urumqi,43.801,87.6005,-22.47,92,1,1.0,CN,1674692284
147,itarema,-2.9248,-39.9167,25.03,82,89,3.24,BR,1674692285
148,dingle,10.9995,122.6711,24.09,91,99,4.25,PH,1674692286
149,wellington,-41.2866,174.7756,22.81,67,40,9.77,NZ,1674691699
150,honiara,-9.4333,159.95,29.69,68,96,1.42,SB,1674692122
151,nador,35.174,-2.9287,9.14,76,0,2.57,MA,1674692129
152,sistranda,63.7256,8.834,3.98,65,97,10.26,NO,1674692289
153,cayenne,4.9333,-52.3333,22.02,88,0,1.03,GF,1674692143
154,saint george,37.1041,-113.5841,9.68,32,0,7.72,US,1674692131
155,taoudenni,22.6783,-3.9836,19.74,13,97,3.77,ML,1674692292
156,abu samrah,35.3029,37.1841,8.34,72,3,1.82,SY,1674692294
157,bathsheba,13.2167,-59.5167,25.34,73,20,8.75,BB,1674692295
158,raudeberg,61.9875,5.1352,5.37,1,97,9.78,NO,1674692296
159,kutum,14.2,24.6667,15.6,18,61,2.77,SD,1674692297
160,werda,-25.2667,23.2833,25.66,34,64,3.77,BW,1674692298
161,dali,25.7,100.1833,4.53,64,32,2.38,CN,1674692299
162,hithadhoo,-0.6,73.0833,27.16,74,57,4.09,MV,1674692300
163,butaritari,3.0707,172.7902,27.31,78,86,9.12,KI,1674692301
164,port-gentil,-0.7193,8.7815,27.08,83,20,6.28,GA,1674692302
165,mongo,12.1844,18.693,24.73,14,100,1.76,TD,1674692303
166,bengkulu,-3.8004,102.2655,23.97,87,100,1.9,ID,1674692172
167,biak,-0.9131,122.8766,26.35,74,100,1.21,ID,1674692305
168,kalemie,-5.9475,29.1947,19.31,91,100,2.61,CD,1674692310
169,sungairaya,0.7,108.9,24.45,91,100,1.03,ID,1674692311
170,north battleford,52.7834,-108.2847,-3.95,86,100,3.6,CA,1674692313
171,abaetetuba,-1.7181,-48.8825,23.53,93,40,2.6,BR,1674692313
172,bluffton,32.2371,-80.8604,18.04,93,100,2.06,US,1674692178
173,college,64.8569,-147.8028,-13.39,77,100,0.0,US,1674692283
174,batagay,67.6333,134.6333,-37.83,92,100,0.9,RU,1674692315
175,inirida,3.8653,-67.9239,24.63,74,80,0.67,CO,1674692315
176,banda aceh,5.5577,95.3222,24.31,86,99,3.79,ID,1674692316
177,vanavara,60.34,102.2797,-27.35,99,100,1.66,RU,1674692317
178,hit,33.6416,42.8251,10.13,33,1,3.13,IQ,1674692232
179,vitoria da conquista,-14.8661,-40.8394,20.07,92,94,1.99,BR,1674692318
180,marck,50.949,1.9433,7.24,95,100,6.78,FR,1674692318
181,ola,59.5833,151.2833,-15.34,80,100,6.4,RU,1674692319
182,camacha,33.0833,-16.3333,13.68,58,40,7.72,PT,1674692320
183,pacifica,37.6138,-122.4869,19.78,60,0,6.17,US,1674692320
184,kourou,5.1552,-52.6478,22.03,83,43,1.86,GF,1674692321
185,bihariganj,25.7333,86.9833,15.18,67,1,1.6,IN,1674692322
186,georgetown,5.4112,100.3354,25.69,82,20,1.03,MY,1674692323
187,aksarka,66.5606,67.7975,-12.06,92,75,5.36,RU,1674692323
188,el limon,10.3059,-67.6321,24.62,79,78,2.48,VE,1674692324
189,xining,36.6167,101.7667,-8.93,25,100,1.44,CN,1674692324
190,bilibino,68.0546,166.4372,-29.73,75,71,2.18,RU,1674692325
191,faya,18.3851,42.4509,12.29,53,0,1.85,SA,1674692326
192,yulara,-25.2406,130.9889,33.39,17,73,7.26,AU,1674692326
193,lavrentiya,65.5833,-171.0,-25.46,90,92,4.69,RU,1674692327
194,caravelas,-17.7125,-39.2481,25.43,86,99,4.24,BR,1674692328
195,mehamn,71.0357,27.8492,0.95,86,75,11.32,NO,1674692329
196,vila velha,-20.3297,-40.2925,23.97,97,75,2.57,BR,1674692178
197,haines junction,60.7522,-137.5108,2.74,90,72,3.95,CA,1674692329
198,aklavik,68.2191,-135.0107,-21.0,84,100,3.6,CA,1674692330
199,bay-khaak,51.1667,94.5,-27.26,92,97,2.02,RU,1674692331
200,yeniseysk,58.4497,92.1703,-29.21,99,99,2.04,RU,1674692331
201,horodenka,48.6727,25.5016,-2.72,79,7,3.02,UA,1674692332
202,ovalle,-30.5983,-71.2003,24.88,47,0,1.72,CL,1674692333
203,hohhot,40.8106,111.6522,-14.84,66,0,4.0,CN,1674692333
204,toamasina,-18.1667,49.3833,24.0,94,75,0.0,MG,1674692334
205,khatanga,71.9667,102.5,-25.69,86,100,4.42,RU,1674692335
206,mtambile,-5.3833,39.7,26.22,82,75,5.86,TZ,1674692335
207,hornepayne,49.2138,-84.7705,-16.45,98,100,2.14,CA,1674692336
208,usinsk,65.9939,57.5281,-5.3,96,100,8.53,RU,1674692337
209,port hedland,-20.3167,118.5667,32.03,62,42,4.12,AU,1674692041
210,fortuna,40.5982,-124.1573,16.19,73,0,3.6,US,1674692338
211,maine-soroa,13.2114,12.0241,22.0,11,80,3.35,NE,1674692338
212,sudbury,46.49,-80.99,-4.41,96,100,4.92,CA,1674692280
213,izhma,65.0083,53.9113,0.43,98,100,5.28,RU,1674692339
214,jiupu,41.0667,122.95,-11.68,65,92,1.73,CN,1674692340
215,lukulu,-14.3707,23.242,18.28,97,100,2.34,ZM,1674692341
216,barra do garcas,-15.89,-52.2567,23.6,89,87,0.14,BR,1674692127
217,leh,34.1667,77.5833,-14.59,87,96,1.02,IN,1674692342
218,jacareacanga,-6.2222,-57.7528,22.97,98,97,1.09,BR,1674692208
219,namibe,-15.1961,12.1522,23.58,83,100,2.46,AO,1674692344
220,celendin,-6.8703,-78.1517,13.27,87,66,2.16,PE,1674692346
221,ostrovnoy,68.0531,39.5131,-5.9,93,98,8.31,RU,1674692346
222,diffa,13.3154,12.6113,22.47,12,76,3.57,NE,1674692348
223,zholymbet,51.7433,71.7122,-16.6,92,24,6.49,KZ,1674692348
224,langsa,4.4683,97.9683,22.66,95,100,1.13,ID,1674692325
225,galveston,29.3669,-94.9669,11.09,66,3,1.79,US,1674692350
226,paracuru,-3.41,-39.0306,24.5,79,46,2.73,BR,1674692351
227,bonthe,7.5264,-12.505,25.17,89,89,1.12,SL,1674692352
228,norman wells,65.282,-126.8329,-19.98,84,100,3.6,CA,1674692353
229,san rafael del sur,11.8485,-86.4384,29.54,56,54,6.76,NI,1674692354
230,kodiak,57.79,-152.4072,5.73,70,0,5.66,US,1674692356
231,waingapu,-9.6567,120.2641,27.26,75,98,0.46,ID,1674692357
232,souillac,-20.5167,57.5167,24.21,100,75,4.63,MU,1674692358
233,svetlyy,54.675,20.1347,-1.97,88,96,4.15,RU,1674692360
234,rio grande,-32.035,-52.0986,25.06,82,31,7.53,BR,1674692362
235,hasaki,35.7333,140.8333,1.27,32,4,4.88,JP,1674692198
236,grenville,12.1167,-61.6167,25.03,78,25,8.08,GD,1674692363
237,nikolskoye,59.7035,30.7861,2.94,97,100,4.71,RU,1674692364
238,mnogovershinnyy,53.9353,139.9242,-24.85,83,96,2.68,RU,1674692365
239,socorro,31.6546,-106.3033,11.56,20,0,5.14,US,1674692366
240,sausar,21.65,78.7833,19.13,45,31,1.11,IN,1674692367
241,tocopilla,-22.092,-70.1979,21.5,79,43,1.77,CL,1674691913
242,bethel,41.3712,-73.414,4.2,86,100,6.69,US,1674692114
243,bereda,43.2686,-7.5406,5.23,100,84,1.52,ES,1674692370
244,banjar,-8.19,114.9675,26.52,84,100,2.27,ID,1674692371
245,yangjiang,21.85,111.9667,12.42,57,100,2.82,CN,1674692371
246,bandarbeyla,9.4942,50.8122,24.06,66,32,7.01,SO,1674692372
247,pacific grove,36.6177,-121.9166,19.06,46,0,4.02,US,1674692100
248,kurduvadi,18.0833,75.4333,21.86,42,96,4.53,IN,1674692373
249,uige,-7.6087,15.0613,18.85,96,87,1.24,AO,1674692375
250,mar del plata,-38.0023,-57.5575,20.61,75,0,8.94,AR,1674692375
251,acapulco,16.8634,-99.8901,27.9,69,0,3.6,MX,1674692376
252,adrar,20.5022,-10.0711,19.12,12,94,4.73,MR,1674692376
253,brunico,46.7958,11.9364,-1.62,76,6,1.23,IT,1674692377
254,tecoanapa,16.5167,-98.75,27.14,62,2,3.39,MX,1674692378
255,ulladulla,-35.35,150.4667,28.09,36,7,1.63,AU,1674692379
256,tunja,5.5353,-73.3678,9.85,95,66,1.69,CO,1674692380
257,siyabuswa,-25.1132,29.0445,19.59,67,28,4.48,ZA,1674692381
258,sterling,39.0062,-77.4286,7.86,93,100,2.57,US,1674692382
259,kommunisticheskiy,61.6789,64.4819,-11.29,91,91,5.25,RU,1674692383
260,katherine,-14.4667,132.2667,30.18,66,100,0.51,AU,1674692383
261,kukes,42.0769,20.4219,3.7,98,100,2.35,AL,1674692384
262,gat,31.61,34.7642,12.44,78,0,1.71,IL,1674692384
263,margate,51.3813,1.3862,6.61,95,100,4.47,GB,1674692385
264,matale,7.4721,80.6234,18.52,96,98,1.31,LK,1674692386
265,mitsamiouli,-11.3847,43.2844,27.48,83,98,8.03,KM,1674692386
266,nhulunbuy,-12.2333,136.7667,29.34,79,100,2.57,AU,1674692387
267,xiuyan,40.2928,123.2744,-12.99,87,45,0.78,CN,1674692387
268,korla,41.7597,86.1469,-10.57,59,33,2.6,CN,1674692388
269,broome,42.2506,-75.833,2.79,88,100,5.81,US,1674692389
270,saint-pierre,-21.3393,55.4781,23.82,83,100,3.6,RE,1674692389
271,irbeyskoye,55.6428,95.4522,-21.62,97,56,2.22,RU,1674692390
272,pointe michel,15.25,-61.3833,25.15,74,44,6.51,DM,1674692391
273,lorengau,-2.0226,147.2712,27.83,80,99,3.52,PG,1674692392
274,cedar city,37.6775,-113.0619,-1.46,69,100,4.63,US,1674692222
